,x_pixel,y_pixel
0,49.77124718410813,4980.7776640043685
1,53.47311391818288,8729.177424962336
2,46.31549262675519,11547.566359203338
3,37.612810621691935,3280.980263748094
4,45.35031185031185,7582.793601293602
5,50.13700344072568,4691.683640913357
6,48.9578282102844,12817.143809250216
7,91.88149725031045,3426.17491573532
8,84.1451196662778,5157.435323646905
9,61.31039593478721,1480.0390641541394
10,55.56052130788305,9461.603944409204
11,58.75377177627741,12633.158039509875
12,73.60596399099775,10688.079207301826
13,73.38752389718898,12065.723040430505
14,81.66815502768351,13121.71030541168
15,74.05760602113186,4216.013943165919
16,78.53595908467784,569.0051671412
17,89.30364673778219,2851.3394525758704
18,97.24617916764636,1324.54543851399
19,134.0175016056519,3272.789499036609
20,125.94064051503082,9137.065470020189
21,122.75309376487388,9265.449904807234
22,138.48084990465813,3603.8647779896487
23,126.79167387418556,9856.904745430433
24,133.46355442088262,9993.975459803054
25,135.47829931188252,11006.365663322184
26,133.09269435914013,11766.123323096816
27,143.75221975582687,4510.078200147984
28,127.16596127393926,12922.530949105914
29,154.9392547002782,13714.760391198044
30,159.9070197044335,9423.857943349754
31,168.39476935749587,2553.5340472267985
32,157.09036392767223,6873.340535591668
33,173.70480446011314,7081.700869066164
34,177.94879306304196,5523.4938481368645
35,166.74453736174806,4053.37271828073
36,157.1312199036918,6314.988253319714
37,159.98455181182453,1033.0219326128415
38,187.9717783772567,2246.444957460054
39,173.63814262023217,2811.9539800995026
40,170.8976355876764,11304.52256939036
41,197.695188232361,8723.938967838445
42,188.58451053283767,10627.52156133829
43,214.4548411873673,11822.7615325532
44,184.90604125376203,934.070542464949
45,224.0120278727087,10469.804669122545
46,217.9780703705351,5405.77069525377
47,253.0161472523091,12753.131171506411
48,255.1228003475994,1346.5820117314795
49,235.1176622482355,2669.91797211224
50,239.60476888867865,6022.428537635426
51,247.52298633245096,8838.501323537355
52,282.032728985166,2801.5233105721686
53,253.98379227188605,3288.2227020357805
54,297.10435875943,1020.5396060352052
55,258.26415020228603,9739.765544601123
56,305.89810143643854,10631.29537489891
57,289.7450626824661,3603.8706422806113
58,292.28753796507215,6890.985098709188
59,307.4996456892188,12261.389775603173
60,326.1601079622132,907.5889338731444
61,311.77279028049577,7611.680854533594
62,312.20099508113304,1540.9478713179171
63,311.7581075925219,221.481114078596
64,323.97421705640886,10343.778746367789
65,324.6981745197362,2668.301729905381
66,341.4209232349919,13298.490532804932
67,341.8150002878029,4919.207390778794
68,347.4145159727381,8243.814302787558
69,350.19606649674745,8525.112070605242
70,362.9529848013185,4367.885552096685
71,354.5161568537259,9874.984245630174
72,373.7048832271762,4236.00553303738
73,356.9109477124183,4009.928921568628
74,364.5000910498042,8916.875944641719
75,377.9730037646127,3486.9976223499107
76,356.881252446184,1196.0749902152645
77,398.0127775515956,11586.146847890765
78,393.3266555048785,113.55008371341148
79,366.4395556303653,11266.302676317118
80,364.4475446428572,9341.235639880952
81,398.2109253499223,9724.855300673924
82,389.2617677286742,2213.414953751285
83,416.5598510522572,5937.647169574495
84,414.4234716113951,563.179523752922
85,439.3453150590466,4112.985992586846
86,427.9383339535378,7674.855403753123
87,438.6461563571079,12637.866247755836
88,445.3098393155259,1467.2185413188647
89,444.17389624724063,8116.014514348786
90,448.1179097973709,7820.841310189557
91,441.4962933870096,12177.441651529283
92,473.9714099085519,4900.319013164506
93,453.61641433331386,6866.15373823581
94,453.5991583631615,1275.9749443745768
95,484.072958635509,10801.314967767928
96,482.4385218788394,5641.312541347699
97,464.7853141377025,9934.885729775317
98,483.4840335270222,9067.2963953309
99,501.5311682650392,8947.835058849172
100,519.3427151051625,10643.39586998088
101,538.5165622202328,2229.62260021884
102,542.4450906602806,2784.7742473486146
103,561.4461699757552,1263.36970054387
104,542.8382405108194,3535.085668676836
105,581.9279210028383,3946.09892384106
106,567.0376440460948,7586.721425522834
107,600.3370602067528,7417.800834109766
108,590.443494145977,1362.9635472888815
109,586.4473935264054,8636.667563884157
110,620.5926933358345,9373.896543638324
111,615.9554935976869,9657.67508261049
112,632.935545767738,1841.6568400854735
113,603.3552327948962,5819.910818514999
114,639.963844842725,10940.970249470583
115,635.1078405315615,3404.89634551495
116,628.1883816087003,12572.14918703564
117,632.0201952085182,4779.012954747116
118,643.643438197394,11057.109207400475
119,655.3500151653018,11168.432211101
120,637.855281073721,4292.127796148609
121,646.1267343268242,10519.834275436791
122,676.3642469135802,7097.457481481481
123,668.3987540789084,1671.3903292791456
124,676.2134362348178,4545.621457489879
125,673.9942589648472,5950.098745804628
126,686.2334026474616,6704.930770401176
127,692.6813448751725,1317.4340107891103
128,685.5635495744191,3561.400046008742
129,680.25016137842,11700.779482595955
130,667.8535137494544,3223.252509821039
131,680.9378687819936,3731.8066116994255
132,697.5043074884029,3913.0114186674814
133,708.3771486349848,9213.22739018088
134,695.1128037104804,12084.397770307649
135,711.5579401679082,5614.942710180915
136,718.9760603204523,12519.819557021678
137,719.7083195383815,13014.974554225984
138,740.7602456280871,6393.11002536377
139,741.6231362960832,13535.715902008726
140,713.6905891885635,6932.33510823012
141,732.3090575275398,4401.292594859241
142,730.0242620546354,1122.0925258204486
143,720.2836755559342,5458.770682457187
144,756.3313500939429,10025.159345083654
145,748.7111281657712,10403.334663596828
146,770.2260491781251,8280.727639181261
147,750.6728680422445,9465.485736836172
148,790.8235075182373,12132.393776983772
149,772.7336667376037,4188.768833794425
150,778.4997173544375,11060.377275296778
151,801.1502806173581,9881.11054319503
152,795.4436134330547,5276.054602336609
153,771.2752859477124,8461.276511437909
154,796.3022371475134,818.8129784186873
155,806.1393050035667,7467.520177315806
156,813.5073337123365,1440.0329164297896
157,793.4481003111154,1555.0842368247384
158,791.543545398394,4648.338248919086
159,813.9931034482759,4754.171814092953
160,831.0357597564351,6967.80464987545
161,817.9962917181706,11574.510636913668
162,842.3512755325677,2837.4873761725257
163,840.0728373625395,3234.984105783358
164,831.1210202411867,7907.473266692754
165,838.315230317926,9231.32137477206
166,800.5469781615033,12877.200545962418
167,842.5637495384291,11373.040512739355
168,826.7362000609942,13055.215065568773
169,840.0530683133925,13185.687958317252
170,828.5061547325965,4038.056256874968
171,826.9615140083923,11875.328105794091
172,839.0049395161291,12336.85685483871
173,844.9705406078724,5526.636273044345
174,855.19614616281,10719.62339770268
175,861.6840534085975,10356.890306122448
176,843.359022556391,3550.542351973684
177,875.461273231856,10953.944621983012
178,874.9891568814134,8471.899555696604
179,859.7859316092334,4976.649381572855
180,864.8534292405487,12690.877985948478
181,886.4602851323829,11714.546982947966
182,889.5402085747393,4411.115720355349
183,881.0151925865221,13788.879467944273
184,893.6447184271909,6485.4471842719095
185,900.607730070911,4637.071612249669
186,914.0714958997078,9517.001178244886
187,900.4687244935817,888.5757215997626
188,895.1677064062299,3716.0996859269458
189,921.8537626628076,4138.465340086831
190,933.8971897653172,8235.884081956903
191,948.9359735504283,6364.388638060364
192,910.2877265347316,1004.05445609724
193,932.5363625138906,12384.059204840103
194,952.6380230642504,12538.381911037892
195,977.380003465604,10618.73932882805
196,972.912644180834,7647.79954080796
197,988.9543336439888,11272.80827586207
198,994.6602967184124,10170.079534289644
199,1008.209675345548,11875.101639344262
200,1034.7488358967123,13789.853722778797
201,1013.0953801051356,9584.54918115649
202,1024.2768912612134,8028.457284185228
203,1036.5420300550113,10793.503522071647
204,1040.1873746691265,2758.0492901259327
205,1041.3168705355774,6528.879456758331
206,1056.857094133697,12850.602546612095
207,1045.029442622951,7451.838360655738
208,1048.0291772269272,11622.243741113927
209,1049.5523821887575,9090.29683240296
210,1047.930825169782,5726.84800769277
211,1062.934996516893,9885.527298850577
212,1049.030786106033,1158.2631078610602
213,1067.625063938619,4688.951023017903
214,1071.7567833630717,10169.6361287147
215,1073.6066669873492,1401.7751695608254
216,1080.0243892270491,5973.407987992996
217,1065.068283028204,2219.5365330694376
218,1087.373806796487,6861.253837342497
219,1092.2439880228314,5350.215682605034
220,1094.893311304696,3621.745719435266
221,1120.6374288964732,4779.453811149033
222,1114.8084596097242,12342.631908862968
223,1140.0393228823607,5714.348834145699
224,1126.377805554046,12462.33503613934
225,1158.379925945517,8655.813805871463
226,1141.8498570715549,3505.2885793366304
227,1178.4572547038767,4218.858736372437
228,1137.581525179856,8232.027050359713
229,1155.9821995394286,3237.8386755461506
230,1167.0656444050185,4097.700735014573
231,1138.5043874932685,4985.351918142364
232,1179.3130955622107,8388.112646338142
233,1174.2736091981556,9025.984789508351
234,1165.756492465534,7018.495564817784
235,1179.7401826325474,11466.457379952086
236,1173.2016499157614,1651.9758322198338
237,1176.5273322304538,10526.49812990002
238,1193.6643689346631,11021.974076176572
239,1185.31238433066,6833.349398519433
240,1176.3699524133242,13748.329299796058
241,1207.2169561798555,5269.87147044106
242,1199.7851047773845,1782.2939571602717
243,1202.2432047719108,7913.049481461398
244,1200.8370755750277,1410.56523822563
245,1219.4179494069326,9967.59226133354
246,1216.9567715147034,9134.174335930837
247,1228.5536152318657,2631.98896156991
248,1238.4927618185932,9536.791261403903
249,1257.9059273111634,4676.966338726726
250,1233.0880166330646,12803.096144153224
251,1266.2943226705909,8358.900085198668
252,1243.6683703703704,7821.148222222222
253,1238.51091533329,10336.177042171406
254,1240.4608722548717,4518.31580575317
255,1253.750806451613,12926.94379032258
256,1264.676071333511,8008.630755922279
257,1262.722748692455,3399.1265599917147
258,1283.5447369414965,244.6287343732296
259,1234.7541830970904,13013.608494085049
260,1306.317455577124,907.7424593101388
261,1270.9087705559907,12211.03347689898
262,1295.1897680293982,1874.215606338999
263,1292.338860850757,3682.6929732128
264,1321.4647151313357,13102.10534591195
265,1323.8061331863507,1420.7231046750514
266,1292.02640893003,12084.743488519827
267,1318.031641972034,9336.88885520482
268,1319.2253970666463,4339.851014514781
269,1358.1383548067392,5111.3915163528245
270,1349.8987148022063,10808.13406170005
271,1343.883010901758,11487.258774970069
272,1335.4775048777688,12785.843337541604
273,1336.9607936037903,2678.318270654427
274,1349.8813559322034,7341.835791327317
275,1361.5315660343483,4549.232661121417
276,1359.0026079740785,5286.568024657209
277,1377.1052381517995,7801.812566813161
278,1356.90057441741,520.6127119039836
279,1382.350651607298,11263.332696206198
280,1400.6383964833483,12231.851927946867
281,1402.9916097416096,3418.4048114048114
282,1420.552375400758,1884.8684348586416
283,1431.5226926763264,3651.897558775441
284,1408.8456317269463,12515.65684088044
285,1427.9007823918837,12814.775857621871
286,1439.087770081671,8606.801302594851
287,1448.923017360828,11921.279118102537
288,1457.6785333258465,1381.7812342074233
289,1478.4570530502276,6039.782731413176
290,1460.4029592621062,9338.68210351012
291,1483.0851419829812,4828.04689740893
292,1493.9685551398538,9021.601371815428
293,1512.1239556692242,10070.065643648764
294,1512.2102300242132,8652.023365617433
295,1507.4135631136337,3892.744397033846
296,1522.741293143839,5940.649929720444
297,1520.333703997882,3372.3893036801696
298,1514.155349186752,5579.130817542541
299,1523.199405795424,12309.481344291393
300,1529.3347979570376,6613.906113865104
301,1542.7372668342373,13328.381576046217
302,1527.72500573263,7285.562084384315
303,1544.270006553557,11480.57165222457
304,1551.7145608829194,2670.02129210266
305,1552.6270064770488,5232.357457993054
306,1548.5387638717632,7951.528514180025
307,1559.2030879664117,9329.186835511611
308,1568.58717285302,10198.444671111554
309,1574.9546424434554,8815.330976040968
310,1584.2507383966245,1263.9676511954992
311,1601.9833834822832,4811.229307944492
312,1590.6856465975002,7712.822645208725
313,1594.4918399372302,6921.35606120047
314,1587.3880855550535,6774.151265250791
315,1604.5712065555242,10561.55147405105
316,1605.2841184467168,1630.314853123707
317,1617.9510173880874,4273.5957084720685
318,1631.1255359394704,1891.352522068096
319,1641.9932057681642,8604.25672490294
320,1650.7361802788844,12538.948207171316
321,1664.4267238845453,7384.247604491212
322,1656.910512103842,9048.916102136527
323,1657.234778621287,11095.625159219442
324,1663.4284949997943,12375.602452775836
325,1658.3615840826478,8721.750589885849
326,1666.2062938937436,10370.918618988902
327,1668.4719896043894,11912.445192030033
328,1672.9958388903708,6650.4467858095495
329,1686.336031526254,400.7796357439557
330,1693.791512687854,5471.524020694753
331,1695.1551372193242,10638.058233159449
332,1726.070774154831,3419.9983596719344
333,1712.6989767545324,1471.212823935046
334,1729.914509109685,7607.075434584839
335,1723.4058343823544,1831.4354441464616
336,1720.8317261882075,5065.355604680413
337,1720.2228034589516,2349.474271378243
338,1741.9230900525704,12812.437598142964
339,1736.826853110069,9733.717967825363
340,1761.05239713446,4820.262720426157
341,1762.3725104709804,3513.174202923327
342,1771.3279639759437,733.2044486082988
343,1774.0475194730514,8600.52736682524
344,1769.616764921038,4057.067257627265
345,1775.368064516129,6136.400387096775
346,1763.1215100275265,10084.821558089743
347,1793.2527779187174,4429.8645288954285
348,1791.3767296613364,9595.376568136542
349,1795.1033887987012,204.14432832792207
350,1792.4679753450357,3672.704542409219
351,1792.1985385423632,10459.302942019294
352,1780.5055629417116,5896.952767476034
353,1782.5743353420771,4560.327047146402
354,1823.507459970888,5415.5816351285785
355,1848.1031523542536,6628.495737742433
356,1823.6418715923,11077.685434516525
357,1827.3464709253624,10945.871798263017
358,1850.6793131771424,12398.754018852427
359,1864.351121892056,2935.454494565471
360,1855.5598064644853,11521.912485035911
361,1916.2506264581352,3673.236282727037
362,1882.765294170646,4553.741418145779
363,1879.2082220704217,7434.632677140906
364,1887.098177383292,6522.662375499695
365,1894.6172371544528,9102.99012175511
366,1887.8135247573207,9521.011093890203
367,1891.643547020616,1536.771251059023
368,1876.3920858699132,13458.360749759691
369,1879.9758461365088,3242.1353067127457
370,1912.112262745352,7074.8741335751765
371,1906.7081692640447,11999.200987188731
372,1890.691411238825,8733.114543422733
373,1922.1116101504604,8474.954367841905
374,1926.7234364856088,6337.715992209479
375,1944.415974518184,4077.513386017257
376,1946.883203840566,8905.059566672984
377,1914.5755585602988,2229.736591333462
378,1951.053044048952,4247.094197583291
379,1938.938500860675,8262.113869907673
380,1947.499547511312,10193.01467637222
381,1940.4930485882185,2129.236849648846
382,1951.102764340014,5990.443538355217
383,1965.245521023766,11876.677513711153
384,1979.586538030065,13693.87027148306
385,1978.0406909788867,13803.298437071566
386,1971.4722623582468,8074.151013617058
387,1995.0072221315488,1327.4412436755345
388,2014.5757852539707,9605.875577206069
389,2002.1645079899076,12071.3768993552
390,2012.004792826221,1674.539888682746
391,2048.1997622521208,11673.334576106336
392,2048.078264238667,2221.314025571484
